,Images,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Box 1,,,,Box 2,,,,Box 3,,,,Box 4,,,,Box 5,,,,Box 6,,,,Box 7,,,,Box 8,,,,Box 9,,,,Box 10,,,,Box 11,,,,Box 12,,,,Box 13,,,,Box 14,,,,,,
65867-47,https://bob.bestar.ca/media/2018/05/6IyHJ8GUU41G4YiLOT0oW6zDn4iv4Y.jpg,https://bob.bestar.ca/media/2019/01/SW0Ej3uN4TOD16vc432Ns1urDFOEm9.jpg,https://bob.bestar.ca/media/2019/01/21zAWd86jWkfphfX2aZaA4iaq6mXZ4.jpg,https://bob.bestar.ca/media/2017/06/64tDZ1z235yZqu379q9StwGD331U4u.jpg,https://bob.bestar.ca/media/2017/06/87204l9z53MD90oHLb8H09fQ2w7oL9.jpg,,,,,,,,Bestar Universel 30“ x 60“ Standing desk  - Bark Grey,"The Universel collection has everything you need.  You can furnish several rooms with the large variety of complementary furniture pieces found in this unique collection. GOOD QUALITY: Made from high-density commercial-grade particle board compliant with TSCA Title VI.  Durable laminate finish.  Desktop is 1” thick. ERGONOMIC: Whether you work sitting down or standing up, you can adjust our desk’s height by simply pushing a button.  The electric mechanism allows you to adjust the height of the desk from 28″ high to 45″ high. EASY TO USE: Going from sitting to standing (and vice versa) is easy, quiet, and quick.  Control button located on the front edge of the work surface for an easy access.  GOOD WARRANTY: This product is warranted to the original owner against defects in materials or workmanship.  The desk is warranted 10 years, the electrical mechanism 2 years.  Surface resists scratches, stains and burns. MADE IN CANADA: Excellent customer support.  Assembly required (2 people).  The desk meets or exceeds ANSI/BIFMA safety and performance standards.  Voltage: 110V. ",Bestar Universel Bureau assis-debout 30“ x 60“ - Gris Écorce,"En ajoutant la table électrique réglable en hauteur de Bestar à votre environnement de travail, vous vous assurez la meilleure position assise selon votre taille tout en bénéficiant de tous les avantages de travailler debout. Le mécanisme électrique vous permet de rapidement et tranquillement ajuster la hauteur de la table de 28“ à 45“. Surface de travail robuste en mélamine de qualité commerciale d’une épaisseur de 1“. Le bouton de commande situé sur la bordure avant de la surface de travail vous permet de choisir la hauteur de la table. Mécanisme électrique à tension de 110 V. Assemblage requis. ",CA,63753048590,$666.69,3-5 days,59.3,29.5,See features,Y,FEDEX,Bestar,2 Year Limited,Bark Grey,2,1,114,63.6,31,1.3,50,41.1,12.4,7.1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Standing Desk,Desks
65867-52,https://bob.bestar.ca/media/2017/06/87204l9z53MD90oHLb8H09fQ2w7oL9.jpg,,,,,,,,,,,,Bestar Universel 30“ x 60“ Standing desk  - Antigua,"The Universel collection has everything you need.  You can furnish several rooms with the large variety of complementary furniture pieces found in this unique collection. GOOD QUALITY: Made from high-density commercial-grade particle board compliant with TSCA Title VI.  Durable laminate finish.  Desktop is 1” thick. ERGONOMIC: Whether you work sitting down or standing up, you can adjust our desk’s height by simply pushing a button.  The electric mechanism allows you to adjust the height of the desk from 28″ high to 45″ high. EASY TO USE: Going from sitting to standing (and vice versa) is easy, quiet, and quick.  Control button located on the front edge of the work surface for an easy access.  GOOD WARRANTY: This product is warranted to the original owner against defects in materials or workmanship.  The desk is warranted 10 years, the electrical mechanism 2 years.  Surface resists scratches, stains and burns. MADE IN CANADA: Excellent customer support.  Assembly required (2 people).  The desk meets or exceeds ANSI/BIFMA safety and performance standards.  Voltage: 110V. ",Bestar Universel Bureau assis-debout 30“ x 60“ - Antigua,"En ajoutant la table électrique réglable en hauteur de Bestar à votre environnement de travail, vous vous assurez la meilleure position assise selon votre taille tout en bénéficiant de tous les avantages de travailler debout. Le mécanisme électrique vous permet de rapidement et tranquillement ajuster la hauteur de la table de 28“ à 45“. Surface de travail robuste en mélamine de qualité commerciale d’une épaisseur de 1“. Le bouton de commande situé sur la bordure avant de la surface de travail vous permet de choisir la hauteur de la table. Mécanisme électrique à tension de 110 V. Assemblage requis. ",CA,63753046299,$666.69,3-5 days,59.3,29.5,See features,Y,FEDEX,Bestar,2 Year Limited,Antigua,2,1,114,63.6,31,1.3,50,41.1,12.4,7.1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Standing Desk,Desks
65867-59,https://bob.bestar.ca/media/2019/01/kbTG5X6En3E0DSzavxESblgC29AJq2.jpg,https://bob.bestar.ca/media/2019/01/e37S64RNnsI9h50r3m3M9N349speyK.jpg,https://bob.bestar.ca/media/2017/06/3qFtJ8yoqUdSFfSyHH7ez98Qu211i8.jpg,https://bob.bestar.ca/media/2017/06/m3z1XEj3kP3Uu0Au113IpDzb10v3Kc.jpg,https://bob.bestar.ca/media/2017/06/87204l9z53MD90oHLb8H09fQ2w7oL9.jpg,,,,,,,,Bestar Universel 30“ x 60“ Standing desk  - Slate  ,"The Universel collection has everything you need.  You can furnish several rooms with the large variety of complementary furniture pieces found in this unique collection. GOOD QUALITY: Made from high-density commercial-grade particle board compliant with TSCA Title VI.  Durable laminate finish.  Desktop is 1” thick. ERGONOMIC: Whether you work sitting down or standing up, you can adjust our desk’s height by simply pushing a button.  The electric mechanism allows you to adjust the height of the desk from 28″ high to 45″ high. EASY TO USE: Going from sitting to standing (and vice versa) is easy, quiet, and quick.  Control button located on the front edge of the work surface for an easy access.  GOOD WARRANTY: This product is warranted to the original owner against defects in materials or workmanship.  The desk is warranted 10 years, the electrical mechanism 2 years.  Surface resists scratches, stains and burns. MADE IN CANADA: Excellent customer support.  Assembly required (2 people).  The desk meets or exceeds ANSI/BIFMA safety and performance standards.  Voltage: 110V. ",Bestar Universel Bureau assis-debout 30“ x 60“ - Ardoise,"En ajoutant la table électrique réglable en hauteur de Bestar à votre environnement de travail, vous vous assurez la meilleure position assise selon votre taille tout en bénéficiant de tous les avantages de travailler debout. Le mécanisme électrique vous permet de rapidement et tranquillement ajuster la hauteur de la table de 28“ à 45“. Surface de travail robuste en mélamine de qualité commerciale d’une épaisseur de 1“. Le bouton de commande situé sur la bordure avant de la surface de travail vous permet de choisir la hauteur de la table. Mécanisme électrique à tension de 110 V. Assemblage requis. ",CA,63753046848,$666.69,3-5 days,59.3,29.5,See features,Y,FEDEX,Bestar,2 Year Limited,Slate  ,2,1,114,63.6,31,1.3,50,41.1,12.4,7.1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Standing Desk,Desks
65872-47,https://bob.bestar.ca/media/2018/08/RO8uqq51qcQP4g41k0hWOd5in3pl3y.jpg,https://bob.bestar.ca/media/2018/08/kZPMB4QNpHE6Wft9rNL091Ziaewl6w.jpg,,,,,,,,,,,Bestar Universel 2-Piece set including 30“ x 60“ standing desk and a mobile pedestal - Bark Grey,"By adding the Bestar electric height adjustable table to your work environment, you ensure the best sitting position according to your size while benefiting of all the advantages to work in a standing positionThis set includes one electric height adjustable table and one mobile filing cabinet24"" x 48"" Electric Height adjustable tableThe electric mechanism allows you to quickly and quietly adjust the height of the table from 28"" to 45""Durable 1"" commercial grade work surface with melamine finish that resists scratches, stains and burnsThe mechanism meets or exceeds ANSI/BIFMA performance standardsThe control button is located on the front edge of the work surface for an easy accessVoltage : 110VThe top surface is available in a wide variety of finishes Mobile Filing CabinetOne file drawer with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures both drawersDurable 1"" commercial grade top surface with melamine finish that resist scratches, stains and wearAssembly Required",Bestar Universel Ensemble de 2 articles incluant un bureau assis-debout 30“ x 60“ et un caisson mobile - Gris Écorce,,CA,63753056090,$838.92,3-5 days,See features,See features,See features,Y,FEDEX,Bestar,10 Year,Bark Grey,3,1,170,25,18.3,8.3,56,63.6,31,1.3,50,41.1,12.4,7.1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Standing Desk,Desks
65873-18,https://bob.bestar.ca/media/2018/08/v7P5eG10Ybj365BfG92n15yKmLYi5z.jpg,https://bob.bestar.ca/media/2018/08/Rqjue2RI7E69Ivlx3glt3cEksxF6mF.jpg,,,,,,,,,,,Bestar Universel 2-Piece set including 30“ x 60“ standing desk and an assembled mobile pedestal - Black,"By adding the Bestar electric height adjustable table to your work environment, you ensure the best sitting position according to your size while benefiting of all the advantages to work in a standing positionThis set includes one electric height adjustable table and one mobile filing cabinet24"" x 48"" Electric Height adjustable tableThe electric mechanism allows you to quickly and quietly adjust the height of the table from 28"" to 45""Durable 1"" commercial grade work surface with melamine finish that resists scratches, stains and burnsThe mechanism meets or exceeds ANSI/BIFMA performance standardsThe control button is located on the front edge of the work surface for an easy accessVoltage : 110VThe top surface is available in a wide variety of finishes Assembled Mobile Filing CabinetTwo file drawers with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures bottom two drawersDurable 1"" commercial grade top surface with melamine finish that resist scratches, stains and wear",Bestar Universel Ensemble de 2 articles incluant un bureau assis-debout 30“ x 60“ et un caisson mobile assemblé - Noir,,CA,63753056465,$871.01,3-5 days,See features,See features,See features,Y,FEDEX,Bestar,10 Year,Black,3,1,174,63.6,31,1.3,50,20.3,18.3,26.2,60,41.1,12.4,7.1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Standing Desk,Desks
65884-18,https://bob.bestar.ca/media/2018/08/3AfG1Z6cPgpqfm3G3MvG5L14qhpRrq.jpg,https://bob.bestar.ca/media/2018/08/FVjgbH1m5sw03sVvNBw5Un5JQVp5F7.jpg,,,,,,,,,,,Bestar Universel 2-Piece set including 24“ x 48“ table desk and an assembled mobile pedestal - Black,"The Bestar tables and mobile filing cabinets can fit in any room and adapt to many uses. 24"" x 48"" Table: Durable 1 in.  commercial grade work surface with melamine finish that resists scratches, stains and burnsSquare metal legs in matte silver finish.  The Legs feature levelers to adapt to any floor irregularities. Assembled mobile CabinetTwo file drawers with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures bottom two drawersDurable 1"" commercial grade top surface with melamine finish that resist scratches, stains and wear",Bestar Universel Ensemble de 2 articles incluant une table de bureau 24“ x 48“ et un caisson mobile assemblé - Noir,"The Bestar tables and mobile filing cabinets can fit in any room and adapt to many uses. 24"" x 48"" Table: Durable 1 in.  commercial grade work surface with melamine finish that resists scratches, stains and burnsSquare metal legs in matte silver finish.  The Legs feature levelers to adapt to any floor irregularities. Assembled mobile CabinetTwo file drawers with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures bottom two drawersDurable 1"" commercial grade top surface with melamine finish that resist scratches, stains and wear",CA,63753056175,$369.46,3-5 days,See features,See features,See features,Y,FEDEX,Bestar,10 Year,Black,3,1,104,28.8,9.4,4.5,12,51.9,25.3,1.3,32,20.3,18.3,26.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Table Desk,Desks
65885-47,https://bob.bestar.ca/media/2018/08/VNn9c1DFzXf4O25AsV947MLmCFoHvO.jpg,https://bob.bestar.ca/media/2018/08/1Pskvft90qQBq03O3n0684211C51L7.jpg,,,,,,,,,,,Bestar Universel 2-Piece set including 24“ x 48“ table desk and mobile pedestal - Bark Grey,"The Bestar tables and mobile filing cabinets can fit in any room and adapt to many uses24"" x 48"" Table: Durable 1 in.  commercial grade work surface with melamine finish that resists scratches, stains and burnsSquare metal legs in matte silver finish. he Legs feature levelers to adapt to any floor irregularities Mobile Filing CabinetOne file drawer with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures both drawersDurable 1"" commercial grade top surface with melamine finish that resist scratches, stains and wearAssembly Required",Bestar Universel Ensemble de 2 articles incluant une table de bureau 24“ x 48“ et un caisson mobile - Gris Écorce,"The Bestar tables and mobile filing cabinets can fit in any room and adapt to many uses24"" x 48"" Table: Durable 1 in.  commercial grade work surface with melamine finish that resists scratches, stains and burnsSquare metal legs in matte silver finish. he Legs feature levelers to adapt to any floor irregularities Mobile Filing CabinetOne file drawer with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures both drawersDurable 1"" commercial grade top surface with melamine finish that resist scratches, stains and wearAssembly Required",CA,63753056212,$337.37,3-5 days,See features,See features,See features,Y,FEDEX,Bestar,10 Year,Bark Grey,3,1,100,28.8,9.4,4.5,12,51.9,25.3,1.3,32,25,18.3,8.3,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Table Desk,Desks
65894-18,https://bob.bestar.ca/media/2018/08/8oLuW6a73SS6a119iHopYZb1G2k2BH.jpg,https://bob.bestar.ca/media/2018/08/3a7GhZ5dB93e4XP4h001D7tFu51a0T.jpg,,,,,,,,,,,Bestar Universel 2-Piece set including 30“ x 60“ table desk and an assembled mobile pedestal - Black,"The Bestar tables and mobile filing cabinets can fit in any room and adapt to many uses24"" x 48"" Table:Durable 1 in.  commercial grade work surface with melamine finish that resists scratches, stains and burnsSquare metal legs in matte silver finishThe Legs feature levelers to adapt to any floor irregularitiesAssembled mobile CabinetTwo file drawers with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures bottom two drawersDurable 1 in.  commercial grade top surface with melamine finish that resist scratches, stains and wear",Bestar Universel Ensemble de 2 articles incluant une table de bureau 30“ x 60“ et un caisson mobile assemblé - Noir,"The Bestar tables and mobile filing cabinets can fit in any room and adapt to many uses24"" x 48"" Table:Durable 1 in.  commercial grade work surface with melamine finish that resists scratches, stains and burnsSquare metal legs in matte silver finishThe Legs feature levelers to adapt to any floor irregularitiesAssembled mobile CabinetTwo file drawers with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures bottom two drawersDurable 1 in.  commercial grade top surface with melamine finish that resist scratches, stains and wear",CA,63753056533,$408.91,3-5 days,See features,See features,See features,Y,FEDEX,Bestar,10 Year,Black,3,1,122,28.8,9.4,4.5,12,63.6,31,1.3,50,20.3,18.3,26.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Table Desk,Desks
65895-47,https://bob.bestar.ca/media/2018/08/ciSP1idl43F4Ga0tbMXw39PdFRHO6k.jpg,https://bob.bestar.ca/media/2018/08/eQ6XIO248rwt5Gf7ZNDF1261RyPJ6V.jpg,,,,,,,,,,,Bestar Universel 2-Piece set including 30“ x 60“ table desk and mobile pedestal - Bark Grey,"The Bestar tables and mobile filing cabinets can fit in any room and adapt to many uses24"" x 48"" Table: Durable 1 in.  commercial grade work surface with melamine finish that resists scratches, stains and burnsSquare metal legs in matte silver finishThe Legs feature levelers to adapt to any floor irregularitiesMobile Filing CabinetOne file drawer with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures both drawersDurable 1"" commercial grade top surface with melamine finish that resist scratches, stains and wearAssembly Required. ",Bestar Universel Ensemble de 2 articles incluant une table de bureau 30“ x 60“ et un caisson mobile - Gris Écorce,"The Bestar tables and mobile filing cabinets can fit in any room and adapt to many uses24"" x 48"" Table: Durable 1 in.  commercial grade work surface with melamine finish that resists scratches, stains and burnsSquare metal legs in matte silver finishThe Legs feature levelers to adapt to any floor irregularitiesMobile Filing CabinetOne file drawer with letter/legal filing system and one utility drawerDrawers on ball-bearing slides for smooth and quiet operationOne lock secures both drawersDurable 1"" commercial grade top surface with melamine finish that resist scratches, stains and wearAssembly Required. ",CA,63753056588,$376.82,3-5 days,See features,See features,See features,Y,FEDEX,Bestar,10 Year,Bark Grey,3,1,118,28.8,9.4,4.5,12,25,18.3,8.3,56,63.6,31,1.3,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Table Desk,Desks
65900-000017,https://bob.bestar.ca/media/2019/11/x5ARnnGFuVu29Rn16xoYEotYv5x4vkN3.jpeg,https://bob.bestar.ca/media/2019/11/P83y764pyON4TXS9VRN4l3RlEKl3BG0p.jpeg,https://bob.bestar.ca/media/2019/11/PgtV9sss00Cs4491tPSv2B5b55ExBufT.jpeg,https://bob.bestar.ca/media/2019/11/RUgiNl61f21DIzpyffSU233VhHpbkw67.jpeg,https://bob.bestar.ca/media/2019/11/f15RfhHoHBJocH4kDCHsruk8w85199Tm.jpeg,https://bob.bestar.ca/media/2019/11/pYi1TuP316HHtfJET5kA9xLdLLd167E6.jpeg,https://bob.bestar.ca/media/2019/11/B3A26NJT4UCRx123xr1V8PkqiXQe04ZU.jpeg,https://bob.bestar.ca/media/2019/11/xlbgzJo230R421M061K6i448aVjvS6QH.jpeg,https://bob.bestar.ca/media/2019/11/71l3nfjUIwXCVmJ0dU8ZJRNfjoIw35SQ.jpeg,https://bob.bestar.ca/media/2019/11/X8ZRlw842z6Rqkkv39y1O1I4DfzyjRDd.jpeg,https://bob.bestar.ca/media/2019/11/N32SSisp056b5ObS368fgERESXj4GHG4.jpeg,https://bob.bestar.ca/media/2019/11/sFYilIT0eWe0s95x9u7o7e31Hl4Ybq48.jpeg,Bestar Universel 4-Piece Set Including four 24″ × 48″ Table desks with Square Metal Legs  - White,"This collection is perfect for any business trying to maximize its workspace.  You can easily find multiple furniture options to help you and your employees make the most of your space. QUALITY MATERIALS: Table tops made from high-density commercial-grade particle board with melamine finish.  1″ thick top.  The square metal legs feature levelers to adapt to any floor irregularities. CONVENIENT BUNDLE: If you are furnishing a large office space or a large dining area, this bundle is the ideal solution.  Do not risk a mismatched decor when Bestar has the perfect bundle for you. STYLISH DESIGN: Our table desks come in several colors and they all feature square metal legs in matte silver finish.  With contemporary features and clean lines, this furniture is sure to complement any space. 10-YEAR LIMITED WARRANTY: These pieces are warranted to the original owner against defects in materials or workmanship.  Durable work surfaces resist scratches, stains and wear. NOTE: 2 people required for assembly.  Excellent customer support.  ",Bestar Universel Ensemble de 8 articles incluant quatre tables de bureau 24 x 48 po avec pattes carrées en métal et quatre caissons mobiles - Blanc,"Cette collection est parfaite pour toute entreprise qui cherche à optimiser son espace de travail.  Vous pouvez facilement trouver plusieurs meubles pour vous permettre, à vous et à vos employés, de tirer le meilleur parti de votre espace. MATÉRIAUX DE QUALITÉ : Panneaux de particules haute densité de qualité commerciale, conformes à la norme TSCA Title VI.  Finition mélaminé.  Dessus de 1 po (2,5 cm) d’épaisseur.   Les pattes carrées en métal sont munies des niveleurs pour s’adapter à toute irrégularité du sol.  ENSEMBLE PRATIQUE : Si vous meublez un grand espace de bureau, cet ensemble est la solution idéale.  Chaque caisson mobile comprend un tiroir classeur avec système de classement lettre/légal et un tiroir utilitaire.   Une serrure verrouille les deux tiroirs. DESIGN ATTRAYANT : Nos tables de bureau sont offertes en plusieurs couleurs et sont toutes munies de pattes carrées en métal avec un fini argent mat.   Grâce à leurs éléments contemporains et à leurs lignes épurées, ces meubles mettent en valeur n’importe quel espace. GARANTIE LIMITÉE DE 10 ANS : Une garantie contre tout défaut de matériaux ou de fabrication est offerte à l’acheteur initial.  Surfaces de travail durables, résistantes aux égratignures, aux taches et à l’usure. REMARQUE : 2 personnes sont nécessaires pour l’assemblage.  Tiroirs sur coulisses à roulement à billes.  Excellent service client.   ",CA,63753063760,$524.49,3-5 days,See features,See features,See features,Y,LTL,Bestar,10 Year,White,8,1,176,28.8,9.4,4.5,12,28.8,9.4,4.5,12,28.8,9.4,4.5,12,28.8,9.4,4.5,12,51.9,25.3,1.3,32,51.9,25.3,1.3,32,51.9,25.3,1.3,32,51.9,25.3,1.3,32,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Desk Sets,Desks
65900-000018,https://bob.bestar.ca/media/2019/11/YVtujRkt5c53X41O0154FXOpaWj1ghgw.jpeg,https://bob.bestar.ca/media/2019/11/GcJ0S44d5342O2MiAD2Mj4ewd3MGYzZ7.jpeg,https://bob.bestar.ca/media/2019/11/844oS6yw692cu6s316AjU1T9M6jTW564.jpeg,https://bob.bestar.ca/media/2019/11/2QiIdcEglp8QZ3l8U4LgP50Nh2Hk7GAR.jpeg,https://bob.bestar.ca/media/2019/11/e92MeyNrGRx59N2b8q1XGnB4l8u9o1b5.jpeg,https://bob.bestar.ca/media/2019/11/1ZykgySaRu0GNxWUlTg1BpEPq11ak4EV.jpeg,https://bob.bestar.ca/media/2019/11/H7ywJacPf02Dp23sm4ka52260bBPLloy.jpeg,https://bob.bestar.ca/media/2019/11/t34M5ntOb4e2Azp7Z48e8Q6L7t2rQLWt.jpeg,https://bob.bestar.ca/media/2019/11/67kXz42rb7q6Pz4w13T2u8FFME6JTi96.jpeg,https://bob.bestar.ca/media/2019/11/r8DB5lCg41p72hYfVOi77LKh07z02B55.jpeg,https://bob.bestar.ca/media/2019/11/5Y9GxW2BB06t4ZQ14rTUMoS1QmWPjPX3.jpeg,,Bestar Universel 4-Piece Set Including four 24″ × 48″ Table desks with Square Metal Legs  - Black,"This collection is perfect for any business trying to maximize its workspace.  You can easily find multiple furniture options to help you and your employees make the most of your space. QUALITY MATERIALS: Table tops made from high-density commercial-grade particle board with melamine finish.  1″ thick top.  The square metal legs feature levelers to adapt to any floor irregularities. CONVENIENT BUNDLE: If you are furnishing a large office space or a large dining area, this bundle is the ideal solution.  Do not risk a mismatched decor when Bestar has the perfect bundle for you. STYLISH DESIGN: Our table desks come in several colors and they all feature square metal legs in matte silver finish.  With contemporary features and clean lines, this furniture is sure to complement any space. 10-YEAR LIMITED WARRANTY: These pieces are warranted to the original owner against defects in materials or workmanship.  Durable work surfaces resist scratches, stains and wear. NOTE: 2 people required for assembly.  Excellent customer support.  ",Bestar Universel Ensemble de 8 articles incluant quatre tables de bureau 24 x 48 po avec pattes carrées en métal et quatre caissons mobiles - Noir,"Cette collection est parfaite pour toute entreprise qui cherche à optimiser son espace de travail.  Vous pouvez facilement trouver plusieurs meubles pour vous permettre, à vous et à vos employés, de tirer le meilleur parti de votre espace. MATÉRIAUX DE QUALITÉ : Panneaux de particules haute densité de qualité commerciale, conformes à la norme TSCA Title VI.  Finition mélaminé.  Dessus de 1 po (2,5 cm) d’épaisseur.   Les pattes carrées en métal sont munies des niveleurs pour s’adapter à toute irrégularité du sol.  ENSEMBLE PRATIQUE : Si vous meublez un grand espace de bureau, cet ensemble est la solution idéale.  Chaque caisson mobile comprend un tiroir classeur avec système de classement lettre/légal et un tiroir utilitaire.   Une serrure verrouille les deux tiroirs. DESIGN ATTRAYANT : Nos tables de bureau sont offertes en plusieurs couleurs et sont toutes munies de pattes carrées en métal avec un fini argent mat.   Grâce à leurs éléments contemporains et à leurs lignes épurées, ces meubles mettent en valeur n’importe quel espace. GARANTIE LIMITÉE DE 10 ANS : Une garantie contre tout défaut de matériaux ou de fabrication est offerte à l’acheteur initial.  Surfaces de travail durables, résistantes aux égratignures, aux taches et à l’usure. REMARQUE : 2 personnes sont nécessaires pour l’assemblage.  Tiroirs sur coulisses à roulement à billes.  Excellent service client.   ",CA,63753059749,$524.49,3-5 days,See features,See features,See features,Y,LTL,Bestar,10 Year,Black,8,1,176,28.8,9.4,4.5,12,28.8,9.4,4.5,12,28.8,9.4,4.5,12,28.8,9.4,4.5,12,51.9,25.3,1.3,32,51.9,25.3,1.3,32,51.9,25.3,1.3,32,51.9,25.3,1.3,32,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Desk Sets,Desks
65900-000042,https://bob.bestar.ca/media/2019/11/TD74TBE6VOBG4FaFI9291Ho1Pt9N4TB3.jpeg,https://bob.bestar.ca/media/2019/11/HE94Zrri5toE6SBWq39NFBnuF0iX81R4.jpeg,https://bob.bestar.ca/media/2019/11/WoT5L07nZ84G6r04H94XVaJY05zl5Cto.jpeg,https://bob.bestar.ca/media/2019/11/YqK32287tYL9AxkU2d8TqdbTFulQ72ba.jpeg,https://bob.bestar.ca/media/2019/11/8MM60N0sBC4fSb5jhzB0wk65biqVO73V.jpeg,https://bob.bestar.ca/media/2019/11/8Kd5nn0A1Ge28aEU59wl7JIfDKg7DNc9.jpeg,https://bob.bestar.ca/media/2019/11/aPr44Ax9yWV1J6yZY83J52QoDv0JktT9.jpeg,https://bob.bestar.ca/media/2019/11/gc5bEnF10SGCPcU16ea4E5gzry49V2N6.jpeg,https://bob.bestar.ca/media/2019/11/Sq8P8MhIVVUTnD0V5uwR623OzQvMb951.jpeg,https://bob.bestar.ca/media/2019/11/O512jFdq19sg6Dur7ihS3tiG3dBaW23v.jpeg,https://bob.bestar.ca/media/2019/11/YRjltJhRb643evrhnTzque4nN6n266j4.jpeg,,Bestar Universel 4-Piece Set Including four 24″ × 48″ Table desks with Square Metal Legs  - Silver Grey,"This collection is perfect for any business trying to maximize its workspace.  You can easily find multiple furniture options to help you and your employees make the most of your space. QUALITY MATERIALS: Table tops made from high-density commercial-grade particle board with melamine finish.  1″ thick top.  The square metal legs feature levelers to adapt to any floor irregularities. CONVENIENT BUNDLE: If you are furnishing a large office space or a large dining area, this bundle is the ideal solution.  Do not risk a mismatched decor when Bestar has the perfect bundle for you. STYLISH DESIGN: Our table desks come in several colors and they all feature square metal legs in matte silver finish.  With contemporary features and clean lines, this furniture is sure to complement any space. 10-YEAR LIMITED WARRANTY: These pieces are warranted to the original owner against defects in materials or workmanship.  Durable work surfaces resist scratches, stains and wear. NOTE: 2 people required for assembly.  Excellent customer support.  ",Bestar Universel Ensemble de 8 articles incluant quatre tables de bureau 24 x 48 po avec pattes carrées en métal et quatre caissons mobiles - Gris Argent,"Cette collection est parfaite pour toute entreprise qui cherche à optimiser son espace de travail.  Vous pouvez facilement trouver plusieurs meubles pour vous permettre, à vous et à vos employés, de tirer le meilleur parti de votre espace. MATÉRIAUX DE QUALITÉ : Panneaux de particules haute densité de qualité commerciale, conformes à la norme TSCA Title VI.  Finition mélaminé.  Dessus de 1 po (2,5 cm) d’épaisseur.   Les pattes carrées en métal sont munies des niveleurs pour s’adapter à toute irrégularité du sol.  ENSEMBLE PRATIQUE : Si vous meublez un grand espace de bureau, cet ensemble est la solution idéale.  Chaque caisson mobile comprend un tiroir classeur avec système de classement lettre/légal et un tiroir utilitaire.   Une serrure verrouille les deux tiroirs. DESIGN ATTRAYANT : Nos tables de bureau sont offertes en plusieurs couleurs et sont toutes munies de pattes carrées en métal avec un fini argent mat.   Grâce à leurs éléments contemporains et à leurs lignes épurées, ces meubles mettent en valeur n’importe quel espace. GARANTIE LIMITÉE DE 10 ANS : Une garantie contre tout défaut de matériaux ou de fabrication est offerte à l’acheteur initial.  Surfaces de travail durables, résistantes aux égratignures, aux taches et à l’usure. REMARQUE : 2 personnes sont nécessaires pour l’assemblage.  Tiroirs sur coulisses à roulement à billes.  Excellent service client.   ",CA,63753063838,$524.49,3-5 days,See features,See features,See features,Y,LTL,Bestar,10 Year,Silver Grey,8,1,176,28.8,9.4,4.5,12,28.8,9.4,4.5,12,28.8,9.4,4.5,12,28.8,9.4,4.5,12,51.9,25.3,1.3,32,51.9,25.3,1.3,32,51.9,25.3,1.3,32,51.9,25.3,1.3,32,,,,,,,,,,,,,,,,,,,,,,,,, Universel ,Desk Sets,Desks
